campaign_id,campaign_name,channel,start_date,end_date,target_audience,region,spend_inr,impressions,clicks,conversions,revenue_inr
1359,Summer Glow Launch,Email,2024-07-05,2024-07-31,Female 45+,Central,7200.04,179442,5418,373,258212.86
1420,New Year Wellness,Instagram,2024-04-01,2024-04-12,Male 18-24,East,17156.03,369621,2970,202,110898.63
1302,Influencer Collab - Skincare,Email,2024-02-01,2024-02-26,Male 25-34,Central,5046.99,147985,3653,111,110861.2
1643,Sunscreen Season Campaign,Instagram,2024-11-02,2024-11-22,Male 18-24,South,37605.12,1110961,34255,609,995989.26
1313,Festive Gift Bundle,Email,2024-10-03,2024-10-28,Female 25-34,Central,4497.79,175970,5165,401,149896.41
1062,Monsoon Skincare Push,Email,2024-10-27,2024-11-18,Female 18-24,North,3307.52,59719,932,52,74771.43
1777,Summer Glow Launch,Facebook,2024-03-18,2024-04-05,Female 45+,South,31000.22,1232589,13951,1107,796455.55
1139,Back To College Offer,Google Ads,2024-02-22,2024-03-21,Female 45+,West,62594.18,1404783,49138,2038,1743379.82
1103,Ayurvedic Range Launch,Email,2024-11-29,2024-12-22,Female 25-34,East,4746.07,156990,5196,384,231876.07
1069,Hair Care Revamp,YouTube,2024-04-30,2024-05-08,Female 35-44,East,34197.62,661295,6339,400,183704.9
1605,Summer Glow Launch,Google Ads,2024-07-14,2024-07-30,Male 18-24,East,75323.47,3004348,32672,1152,728741.93
1727,Sunscreen Season Campaign,Instagram,2024-06-09,2024-06-17,Male 45+,West,32762.45,632421,14669,439,526974.06
1445,Hair Care Revamp,Email,2024-08-06,2024-08-13,Female 45+,Unspecified,5166.28,97229,2605,72,73605.19
1065,Sunscreen Season Campaign,Email,2024-03-20,2024-03-30,Female 18-24,East,1348.34,22975,420,16,19684.16
1589,Hair Care Revamp,YouTube,2024-06-15,2024-06-27,Male 45+,North,46864.9,909406,30637,1723,1471422.93
1348,Monsoon Skincare Push,YouTube,2024-11-25,2024-12-12,Male 25-34,West,50686.97,1524620,26121,1147,865286.96
1726,Baby Care Trust Campaign,Facebook,2024-05-07,2024-06-06,Male 25-34,South,24611.62,872842,4649,131,455011.26
1723,Clearance Sale Push,Facebook,2024-10-22,2024-11-21,Male 35-44,East,36726.5,1378947,46834,3030,3574790.04
1606,Wedding Season Special,Google Ads,2024-05-20,2024-06-14,Male 25-34,East,77979.85,2774768,85728,6423,11535616.71
1081,Summer Glow Launch,YouTube,2024-07-01,2024-07-31,Female 18-24,West,40860.19,1361605,32471,2078,2942491.9
1412,Sunscreen Season Campaign,Email,2024-04-25,2024-05-22,Female 18-24,East,7704.43,292189,3186,105,46318.02
1556,Anti-Ageing Serum Push,Instagram,2024-03-07,2024-04-03,Male 25-34,South,38620.31,1139998,25689,1749,581395.83
1715,Ayurvedic Range Launch,Email,2024-08-28,2024-09-11,Female 35-44,South,5733.12,209976,1435,32,11492.94
1333,Clearance Sale Push,Facebook,2024-10-09,2024-10-17,Female 35-44,North,7091.01,215836,2506,87,71621.13
1347,Festive Gift Bundle,Email,2024-03-02,2024-03-11,Female 25-34,North,3804.37,113233,911,68,120216.34
1747,Anti-Ageing Serum Push,Instagram,2024-04-20,2024-05-14,Male 45+,West,12937.6,415239,9468,542,211890.47
1468,Sunscreen Season Campaign,Facebook,2024-02-20,2024-03-17,Male 18-24,East,16432.42,323748,4529,309,537123.34
1679,Wedding Season Special,Instagram,2024-07-22,2024-07-31,Male 35-44,East,13388.55,520839,15332,1105,857670.92
1008,Summer Glow Launch,Google Ads,2024-09-29,2024-10-28,Female 25-34,North,18987.4,510420,10971,313,505503.74
1331,Men'S Grooming Drive,Facebook,2024-06-11,2024-07-04,Female 18-24,South,25399.1,615719,6868,408,536541.32
1443,Back To College Offer,Facebook,2024-02-05,2024-02-16,Male 45+,West,33912.15,628673,6994,114,137861.85
1279,Anti-Ageing Serum Push,Facebook,2024-03-08,2024-03-19,Female 25-34,West,33392.65,712190,13360,933,796455.55
1280,Sunscreen Season Campaign,YouTube,2024-11-13,2024-12-08,Male 25-34,Central,76509.1,1544790,16290,225,192617.72
1194,Sunscreen Season Campaign,Google Ads,2024-08-06,2024-09-03,Male 35-44,North,16649.89,565348,3605,251,329278.06
1196,Anti-Ageing Serum Push,Facebook,2024-07-02,2024-07-26,Female 45+,Central,43953.33,1626218,43612,3158,3317370.05
1506,Men'S Grooming Drive,YouTube,2024-04-20,2024-05-20,Male 18-24,North,64066.51,2192397,21554,1669,1833623.74
1137,Hair Care Revamp,YouTube,2024-07-02,2024-07-07,Female 18-24,South,25240.1,893004,30286,1374,1467028.43
1753,Ayurvedic Range Launch,Facebook,2024-03-15,2024-04-10,Female 25-34,North,43745.21,815194,22675,984,1756742.13
1273,Festive Gift Bundle,Facebook,2024-11-01,2024-11-13,Male 18-24,Central,36244.63,869201,22289,966,1041706.05
1184,Wedding Season Special,YouTube,2024-01-14,2024-02-08,Female 35-44,Central,89810.18,1929630,33878,1259,505126.61
1208,Anti-Ageing Serum Push,YouTube,2024-01-03,2024-01-18,Male 25-34,East,68226.7,1287447,12373,403,170767.38
1344,Back To College Offer,Instagram,2024-09-15,2024-10-08,Male 18-24,Central,13153.5,387414,2099,52,32642.68
1334,Summer Glow Launch,Google Ads,2024-06-11,2024-07-05,Male 45+,North,45808.91,751320,18785,710,985584.7
1593,Anti-Ageing Serum Push,Instagram,2024-01-18,2024-01-31,Male 18-24,Unspecified,14429.43,499277,12311,236,336007.91
1743,Wedding Season Special,Google Ads,2024-02-24,2024-03-07,Female 45+,West,55073.16,1040471,26863,1685,2339610.26
1459,Baby Care Trust Campaign,Google Ads,2024-09-23,2024-10-19,Female 35-44,West,51354.32,907155,4785,333,269094.98
1528,Baby Care Trust Campaign,Email,2024-09-18,2024-10-01,Female 18-24,North,3868.66,116435,3646,279,312263.04
1306,Ayurvedic Range Launch,Instagram,2024-02-20,2024-03-04,Male 25-34,Central,38377.2,1018059,25714,692,916374.28
1177,Back To College Offer,Instagram,2024-10-19,2024-11-12,Male 45+,West,9948.21,217720,2028,106,956998.6
1002,Clearance Sale Push,Instagram,2024-02-19,2024-03-06,Female 45+,South,39393.75,1385801,37266,1771,3118762.63
1146,Clearance Sale Push,Email,2024-11-24,2024-12-20,Female 35-44,East,1478.88,43009,1002,21,18043.67
1361,Summer Glow Launch,Google Ads,2024-05-06,2024-05-19,Male 45+,North,35409.86,1164693,34522,396,693739.52
1071,Monsoon Skincare Push,Google Ads,2024-08-24,2024-09-16,Female 45+,North,76796.2,2570601,16016,1179,1389925.69
1332,Men'S Grooming Drive,Facebook,2024-03-20,2024-03-25,Male 35-44,West,30030.41,831398,20300,622,1025782.07
1125,Festive Gift Bundle,Email,2024-02-07,2024-02-14,Male 18-24,North,4466.26,68192,1637,101,81727.53
1186,Herbal Range Awareness,Instagram,2024-08-25,2024-09-02,Male 25-34,West,10791.2,333015,7462,398,411817.98
1167,Influencer Collab - Skincare,YouTube,2024-03-06,2024-03-16,Male 25-34,South,15134.84,492642,10929,760,1115455.09
1113,Baby Care Trust Campaign,YouTube,2024-09-23,2024-10-05,Female 35-44,East,37537.57,620268,20751,1485,2482604.61
1460,Baby Care Trust Campaign,Email,2024-05-20,2024-06-16,Female 25-34,North,4347.98,155297,3082,182,163113.41
1117,Hair Care Revamp,Google Ads,2024-06-09,2024-06-27,Male 35-44,West,49376.73,1013795,9507,268,457047.06
1791,Wedding Season Special,YouTube,2024-04-27,2024-05-23,Female 18-24,West,34060.64,736872,15417,197,340891.25
1786,Monsoon Skincare Push,Instagram,2024-10-23,2024-11-04,Male 35-44,North,33043.03,834237,27443,1558,2062603.48
1111,Back To College Offer,Facebook,2024-09-29,2024-10-16,Female 45+,East,16890.53,399528,5301,400,560513.89
1692,Herbal Range Awareness,Email,2024-01-29,2024-02-19,Male 25-34,East,2316.55,39913,1267,78,91911.19
1227,Back To College Offer,YouTube,2024-09-28,2024-10-16,Female 18-24,West,85381.62,2309836,64814,2238,3394375.73
1016,Influencer Collab - Skincare,Google Ads,2024-03-09,2024-03-22,Female 25-34,Central,72279.89,2425743,23441,696,456167.45
1560,Back To College Offer,YouTube,2024-03-06,2024-04-05,Female 25-34,West,37367.02,670670,7992,416,345210.82
1648,Anti-Ageing Serum Push,Email,2024-04-16,2024-05-12,Male 18-24,Unspecified,2791.51,99974,570,22,19898.76
1061,Baby Care Trust Campaign,Email,2024-08-08,2024-08-27,Male 18-24,North,3896.69,139055,2358,144,115660.1
1455,New Year Wellness,Google Ads,2024-02-21,2024-03-20,Male 45+,Central,30570.41,607645,5647,262,308962.01
1080,Baby Care Trust Campaign,Instagram,2024-08-07,2024-08-12,Male 25-34,Central,26346.43,771070,8188,464,514600.41
1243,Herbal Range Awareness,Google Ads,2024-08-15,2024-09-13,Male 25-34,East,62352.68,1747333,32340,702,1115202.24
1286,Festive Gift Bundle,Facebook,2024-01-29,2024-02-19,Female 45+,Central,30857.48,986048,21353,241,286121.61
1012,Wedding Season Special,Instagram,2024-01-31,2024-02-10,Female 45+,West,8112.08,200859,6587,427,326062.06
1390,Sunscreen Season Campaign,Google Ads,2024-07-24,2024-08-22,Male 35-44,Central,40385.06,1002827,6130,457,259978.41
1461,Clearance Sale Push,Facebook,2024-03-22,2024-03-27,Male 25-34,South,23260.57,594561,11417,392,359650.57
1635,Wedding Season Special,Email,2024-09-03,2024-10-01,Male 45+,Central,3050.74,76146,2259,144,126272.34
1289,Ayurvedic Range Launch,Instagram,2024-01-03,2024-01-17,Female 25-34,North,43726.72,1305556,9938,424,176766.73
1499,Hair Care Revamp,Instagram,2024-03-12,2024-03-26,Male 35-44,North,15495.29,562987,19228,1421,997003.79
1671,Sunscreen Season Campaign,Facebook,2024-09-25,2024-10-03,Male 25-34,East,32331.65,672644,12207,824,935096.83
1622,Summer Glow Launch,Instagram,2024-08-10,2024-08-16,Male 45+,Central,22649.13,408562,8044,287,470476.4
1325,Back To College Offer,Facebook,2024-04-04,2024-05-04,Female 45+,West,33579.68,1094615,5517,297,269698.26
1554,Summer Glow Launch,Email,2024-11-26,2024-12-21,Female 18-24,West,5339.14,85777,2763,213,219063.11
1095,Hair Care Revamp,Email,2024-07-06,2024-07-12,Female 45+,South,1358.1,39446,626,18,16383.7
1424,Wedding Season Special,Google Ads,2024-02-13,2024-02-27,Female 35-44,East,46317.45,961292,5992,274,229541.38
1568,New Year Wellness,Facebook,2024-05-18,2024-05-31,Female 18-24,Unspecified,22903.77,817194,6157,181,223378.29
1438,Clearance Sale Push,Instagram,2024-11-15,2024-11-26,Male 18-24,North,28543.32,733477,8781,152,956998.6
1401,Monsoon Skincare Push,YouTube,2024-06-23,2024-07-11,Female 18-24,Unspecified,46120.23,1682983,24439,684,353104.54
1317,Influencer Collab - Skincare,YouTube,2024-11-29,2024-12-22,Female 25-34,Unspecified,46216.67,1626147,45819,2678,1737840.74
1386,Wedding Season Special,Instagram,2024-06-21,2024-07-09,Female 25-34,Unspecified,40113.27,722728,8472,237,199902.42
1687,Herbal Range Awareness,Google Ads,2024-10-12,2024-10-18,Female 18-24,East,36120.29,693972,23531,1106,394574.89
1257,New Year Wellness,Instagram,2024-08-27,2024-09-26,Female 25-34,South,11156.41,322983,10706,418,369992.51
1487,Summer Glow Launch,Facebook,2024-03-25,2024-04-13,Female 25-34,South,22902.62,789780,13446,389,239972.62
1498,Anti-Ageing Serum Push,Facebook,2024-07-15,2024-07-22,Male 18-24,West,37456.53,1055287,29862,1994,1332060.36
1380,Back To College Offer,YouTube,2024-03-28,2024-04-22,Female 18-24,North,49512.23,1244108,30768,1910,2678911.64
1369,Men'S Grooming Drive,Email,2024-06-30,2024-07-24,Male 45+,North,7770.47,232770,6388,84,60295.41
1170,Influencer Collab - Skincare,Email,2024-06-24,2024-07-04,Female 25-34,East,2126.33,35881,1193,93,78122.64
1789,Influencer Collab - Skincare,Google Ads,2024-04-18,2024-04-27,Male 18-24,North,57624.9,2100102,57378,1672,1532389.3
1710,Clearance Sale Push,Google Ads,2024-01-09,2024-02-02,Male 45+,East,39241.71,754480,23039,540,408432.49
1292,Baby Care Trust Campaign,YouTube,2024-10-17,2024-10-26,Male 45+,South,75963.83,2886035,54973,2302,3090419.03
1327,Herbal Range Awareness,Facebook,2024-04-25,2024-05-10,Male 18-24,West,45509.05,1255555,22208,306,272517.47
1642,Baby Care Trust Campaign,Facebook,2024-09-24,2024-10-08,Female 35-44,South,15140.21,319435,8896,386,190101.85
1613,Sunscreen Season Campaign,Google Ads,2024-10-27,2024-11-11,Male 45+,Central,49463.86,1556015,49851,1623,814240.92
1752,Summer Glow Launch,Instagram,2024-09-18,2024-10-18,Female 18-24,Unspecified,13863.13,438737,9901,105,170788.56
1495,Festive Gift Bundle,Instagram,2024-03-01,2024-03-17,Male 35-44,East,54570.5,1643262,16994,800,975549.32
1075,Influencer Collab - Skincare,Instagram,2024-11-01,2024-11-18,Female 35-44,Central,16436.86,588170,16546,1102,650215.03
1346,Hair Care Revamp,Google Ads,2024-11-03,2024-12-01,Male 45+,West,58093.26,2092940,24646,949,1687507.41
1706,New Year Wellness,Google Ads,2024-02-19,2024-03-20,Female 18-24,West,16002.5,243505,7516,102,161799.68
1452,Summer Glow Launch,Email,2024-02-19,2024-03-01,Female 18-24,North,6542.51,159582,3287,254,186807.32
1444,Clearance Sale Push,Instagram,2024-06-04,2024-06-18,Male 18-24,South,31310.1,967171,12723,823,383537.06
1308,Clearance Sale Push,YouTube,2024-02-26,2024-03-24,Female 35-44,Central,34000.18,906917,30005,1641,2769857.55
1310,Ayurvedic Range Launch,Facebook,2024-10-19,2024-11-16,Female 25-34,Unspecified,40198.44,621834,12393,690,455011.26
1329,Ayurvedic Range Launch,Facebook,2024-08-15,2024-09-12,Female 45+,Central,6945.22,137004,775,51,79594.37
1028,Sunscreen Season Campaign,YouTube,2024-09-06,2024-09-18,Male 18-24,West,47687.7,749918,11311,650,608568.46
1515,Sunscreen Season Campaign,Email,2024-08-18,2024-08-27,Female 18-24,West,4145.3,162646,1288,32,56627.08
1337,Sunscreen Season Campaign,Google Ads,2024-04-24,2024-04-29,Male 45+,Central,20781.68,467675,11325,617,327044.89
1694,New Year Wellness,Facebook,2024-05-28,2024-06-02,Female 25-34,North,35022.14,1326678,19797,443,405512.4
1376,Men'S Grooming Drive,Facebook,2024-07-07,2024-07-28,Female 25-34,East,27543.41,1022833,19733,975,939366.03
1353,Monsoon Skincare Push,Instagram,2024-10-17,2024-11-07,Female 45+,East,21864.18,708376,16037,1266,1136512.9
1216,Monsoon Skincare Push,Google Ads,2024-05-28,2024-06-23,Female 25-34,North,27548.13,549184,12311,943,818383.14
1636,Monsoon Skincare Push,Email,2024-07-30,2024-08-25,Male 35-44,Central,1993.65,42019,818,23,19056.36
1320,Festive Gift Bundle,YouTube,2024-10-30,2024-11-22,Male 45+,North,46429.97,1563629,49959,1304,664639.23
1367,Anti-Ageing Serum Push,Instagram,2024-04-07,2024-05-07,Male 18-24,West,22974.02,628436,5596,391,477066.94
1307,Hair Care Revamp,Facebook,2024-08-16,2024-09-01,Female 25-34,North,37911.03,807406,4861,259,112012
1207,New Year Wellness,Instagram,2024-10-28,2024-11-19,Male 35-44,West,39376.12,1354682,45962,1406,853818.18
1812,Clearance Sale Push,YouTube,2024-04-14,2024-05-03,Female 18-24,South,55123.55,1844730,14902,1181,1352745.37
1611,Festive Gift Bundle,Email,2024-04-12,2024-04-22,Male 25-34,West,2815.48,73174,568,19,16667.54
1435,Summer Glow Launch,Facebook,2024-09-05,2024-09-24,Male 45+,South,9632.14,302695,7993,324,334576.08
1564,Baby Care Trust Campaign,Facebook,2024-07-12,2024-08-08,Female 45+,North,24907.62,639399,5839,237,391254.47
1563,Wedding Season Special,YouTube,2024-01-19,2024-02-08,Female 25-34,South,31893.38,757673,14644,947,1534947.04
1427,Back To College Offer,YouTube,2024-08-24,2024-09-08,Male 45+,South,38480.61,757920,21300,1253,819334.06
1530,New Year Wellness,Facebook,2024-08-10,2024-08-25,Female 45+,Central,14718.62,239052,4737,62,46369.95
1147,Back To College Offer,YouTube,2024-06-28,2024-07-16,Female 45+,South,74330.75,1575414,38343,1049,1281299.62
1411,Men'S Grooming Drive,YouTube,2024-06-14,2024-07-02,Female 18-24,North,35552.67,1137839,21616,763,1106793.67
1034,Summer Glow Launch,Email,2024-06-23,2024-07-06,Male 25-34,West,5908.29,129431,686,52,24655.22
1363,Ayurvedic Range Launch,Facebook,2024-09-08,2024-09-28,Female 25-34,West,24170.3,870833,23095,1648,2536848.64
1683,Sunscreen Season Campaign,YouTube,2024-01-12,2024-02-03,Female 35-44,West,56924.7,935764,14437,1021,576279.13
1290,Ayurvedic Range Launch,YouTube,2024-08-13,2024-09-08,Male 35-44,South,35449.07,671313,5661,436,506395.41
1189,New Year Wellness,Instagram,2024-03-26,2024-04-02,Male 25-34,South,23506.52,523506,14048,726,609739.06
1260,Baby Care Trust Campaign,Email,2024-07-03,2024-07-22,Male 25-34,West,7718.77,115819,699,20,7472.77
1025,New Year Wellness,Email,2024-01-26,2024-02-17,Male 45+,North,7422.29,133853,1204,51,57127.2
1311,Baby Care Trust Campaign,Google Ads,2024-10-03,2024-10-15,Female 25-34,West,36909.67,1189655,33780,624,702743.13
1465,Summer Glow Launch,YouTube,2024-10-30,2024-11-09,Female 25-34,West,51314.36,1596642,28755,1437,710150.77
1567,Wedding Season Special,Facebook,2024-11-14,2024-12-04,Female 45+,Central,9451.63,357283,10805,502,397665.24
1770,Festive Gift Bundle,Instagram,2024-10-20,2024-11-19,Male 35-44,South,32045.07,845143,22232,1332,779254.64
1527,Men'S Grooming Drive,Email,2024-03-25,2024-04-24,Male 25-34,East,7676.33,208763,6573,260,372648.88
1701,Baby Care Trust Campaign,Facebook,2024-11-11,2024-11-28,Male 25-34,West,46050.61,964379,19014,522,924561.23
1395,Sunscreen Season Campaign,Facebook,2024-03-07,2024-03-27,Female 45+,West,25631.22,621104,12911,660,727630.36
1053,Summer Glow Launch,Google Ads,2024-03-30,2024-04-10,Female 45+,North,65055.9,2401311,38362,1731,1289880.02
1522,Summer Glow Launch,Instagram,2024-10-19,2024-11-05,Female 25-34,North,46601.66,851118,15840,858,745838.77
1616,Ayurvedic Range Launch,Facebook,2024-06-26,2024-07-15,Female 35-44,North,13275.05,199405,1879,134,105439.16
1766,Clearance Sale Push,Instagram,2024-08-11,2024-09-08,Male 45+,East,55277.78,952796,12050,313,275929.03
1677,Influencer Collab - Skincare,Email,2024-06-11,2024-06-25,Male 18-24,North,7399.2,127716,2194,117,149436.93
1644,Summer Glow Launch,YouTube,2024-09-16,2024-10-06,Male 35-44,East,36281.68,1129520,14600,689,581968.2
1579,Influencer Collab - Skincare,YouTube,2024-10-21,2024-11-10,Female 35-44,North,81108.09,1618317,16826,703,416047.96
1120,Hair Care Revamp,Instagram,2024-09-14,2024-10-11,Female 18-24,East,30389.81,1169788,12140,901,1000433.31
1440,Ayurvedic Range Launch,Google Ads,2024-09-03,2024-09-10,Male 35-44,South,11235.42,424727,7843,358,510375.61
1475,Anti-Ageing Serum Push,YouTube,2024-05-05,2024-06-02,Male 35-44,North,86315.13,3071444,96473,4531,5588221.55
1494,Summer Glow Launch,YouTube,2024-03-13,2024-03-18,Female 45+,East,16800.07,431398,4064,227,153799.85
1070,Sunscreen Season Campaign,YouTube,2024-03-18,2024-04-06,Male 35-44,Central,50169.08,1544436,44618,2293,1972705.1
1403,Influencer Collab - Skincare,Facebook,2024-05-17,2024-05-23,Female 25-34,Central,26452.24,665985,13003,500,344461.83
1626,Men'S Grooming Drive,Facebook,2024-04-02,2024-04-28,Female 45+,East,17997.89,453179,2520,98,52739.88
1428,Men'S Grooming Drive,YouTube,2024-07-25,2024-08-23,Female 45+,East,55320.3,1280774,7296,474,799689.7
1548,Ayurvedic Range Launch,YouTube,2024-02-13,2024-02-27,Male 25-34,West,84533.9,2242587,23549,1525,2377606
1610,Herbal Range Awareness,Instagram,2024-08-23,2024-08-30,Male 35-44,South,57048.34,1294686,32919,2501,4010727.56
1483,Herbal Range Awareness,Facebook,2024-07-05,2024-07-18,Male 25-34,West,37309.77,790005,25164,571,200293.72
1754,New Year Wellness,Email,2024-01-15,2024-01-26,Female 45+,West,6085.47,148132,2739,187,126383.11
1176,Anti-Ageing Serum Push,Instagram,2024-11-15,2024-12-08,Female 18-24,East,48647.65,866559,8223,408,487511.76
1100,Ayurvedic Range Launch,YouTube,2024-05-22,2024-06-13,Male 18-24,East,31865.03,1253021,17452,527,342841.33
1467,Hair Care Revamp,Facebook,2024-10-05,2024-10-15,Male 35-44,North,48992.54,1541010,19185,253,435514.75
1230,Influencer Collab - Skincare,YouTube,2024-02-21,2024-03-03,Female 35-44,North,45042.07,1056729,22737,1336,1836793.46
1545,Influencer Collab - Skincare,Email,2024-08-26,2024-09-21,Female 35-44,North,4662.3,103710,2255,48,50683.01
1775,Clearance Sale Push,Instagram,2024-01-13,2024-02-01,Male 35-44,North,25370.13,769302,11853,389,343702.09
1284,Clearance Sale Push,YouTube,2024-04-16,2024-05-16,Female 25-34,North,89924.03,2279666,34226,1684,1458147.45
1156,New Year Wellness,Google Ads,2024-05-23,2024-05-30,Female 35-44,West,74489.21,2788294,57418,3391,3018374.41
1124,Clearance Sale Push,Instagram,2024-11-05,2024-12-04,Male 35-44,West,57652.64,1436564,40520,489,364952.53
1471,Summer Glow Launch,Facebook,2024-03-30,2024-04-20,Female 25-34,South,44522.52,1323239,38643,644,551203.02
1021,Baby Care Trust Campaign,Google Ads,2024-08-11,2024-09-04,Male 35-44,North,18095.2,678345,7259,95,93316.92
1384,Clearance Sale Push,Google Ads,2024-09-16,2024-09-28,Male 18-24,South,73634.91,1728861,39872,2750,3582120.57
1149,Herbal Range Awareness,YouTube,2024-01-08,2024-01-21,Female 25-34,Unspecified,17987.01,296996,8517,387,488172.45
1136,Back To College Offer,Google Ads,2024-06-09,2024-06-17,Female 35-44,East,31376.6,614231,15849,725,693423.86
1269,Clearance Sale Push,Email,2024-09-13,2024-10-02,Male 18-24,Central,7484.45,116287,1444,67,55856.29
1108,Back To College Offer,Facebook,2024-02-01,2024-02-23,Female 25-34,Central,14894.9,423260,4205,293,290265.96
1533,Herbal Range Awareness,Facebook,2024-10-02,2024-10-07,Male 35-44,South,44192.65,949796,27115,481,828936.18
1074,Ayurvedic Range Launch,YouTube,2024-09-17,2024-10-03,Female 45+,Central,42194.83,823076,9404,717,756501.56
1750,Summer Glow Launch,YouTube,2024-11-21,2024-12-13,Male 35-44,West,46396.84,734852,13292,786,351389.87
1288,New Year Wellness,Email,2024-08-15,2024-09-05,Female 25-34,East,6593.18,248061,2386,80,84082.75
1449,Wedding Season Special,Instagram,2024-10-27,2024-11-10,Female 45+,West,29403.67,1085289,29117,472,600601.76
1218,Sunscreen Season Campaign,Email,2024-05-23,2024-06-01,Female 25-34,Central,2375.02,79179,1884,114,187364.99
1755,Ayurvedic Range Launch,YouTube,2024-02-08,2024-02-26,Male 45+,South,17318.55,288498,2176,157,88087.6
1818,New Year Wellness,Facebook,2024-03-05,2024-03-11,Female 25-34,Central,38428.16,1088999,33448,1645,1516986.47
1672,Summer Glow Launch,Google Ads,2024-09-06,2024-10-05,Female 35-44,North,25724.34,452137,15792,824,1004141.33
1056,Wedding Season Special,Instagram,2024-07-31,2024-08-25,Female 35-44,East,51352.04,1560655,51769,1531,2068238.56
1293,Back To College Offer,Facebook,2024-06-15,2024-07-04,Male 35-44,East,7331.62,197098,3063,129,77098.43
1224,New Year Wellness,Email,2024-10-20,2024-10-29,Female 18-24,South,2164.39,82379,1688,64,112345.81
1585,Clearance Sale Push,YouTube,2024-08-15,2024-09-02,Female 25-34,West,34729.24,1271526,44239,2708,1405102.2
1763,Back To College Offer,Instagram,2024-05-23,2024-05-31,Male 18-24,Central,20416.08,463697,10381,539,490877.96
1261,Back To College Offer,Facebook,2024-02-18,2024-02-24,Female 35-44,East,21648.85,399642,6399,324,222860.65
1516,Herbal Range Awareness,Email,2024-01-09,2024-01-23,Male 35-44,Central,4514.6,165658,4303,238,240664.73
1451,Festive Gift Bundle,YouTube,2024-08-13,2024-09-07,Female 45+,South,23189.66,716811,5300,84,44586.22
1779,Festive Gift Bundle,Google Ads,2024-04-25,2024-04-30,Male 18-24,Central,43837.72,1017203,20613,925,1295186.24
1621,Anti-Ageing Serum Push,Email,2024-09-14,2024-09-30,Male 45+,East,5984.16,216053,7378,131,79820.58
1728,Sunscreen Season Campaign,Google Ads,2024-11-26,2024-12-11,Female 45+,Unspecified,22459.89,681142,18946,1043,855072.82
1583,Herbal Range Awareness,Email,2024-08-08,2024-08-29,Male 18-24,South,5025.96,152723,1219,36,18788.37
1697,Hair Care Revamp,Email,2024-04-13,2024-04-20,Female 45+,East,6925.18,138640,2848,35,36550.1
1394,Sunscreen Season Campaign,YouTube,2024-06-28,2024-07-12,Male 18-24,Central,65019.18,2300182,51024,1010,906591.45
1090,Hair Care Revamp,Facebook,2024-03-23,2024-04-07,Female 35-44,North,15920.69,615924,12667,378,175523.11
1052,Clearance Sale Push,Instagram,2024-04-22,2024-05-17,Male 35-44,East,40286.34,1286911,34267,1923,3010627.3
1109,Influencer Collab - Skincare,YouTube,2024-06-06,2024-07-04,Male 45+,West,44696.15,1582750,43326,2187,909070.76
1501,Clearance Sale Push,Facebook,2024-05-26,2024-06-03,Female 18-24,East,8640.04,268371,6206,137,79803.29
1165,Sunscreen Season Campaign,Google Ads,2024-01-01,2024-01-16,Male 45+,Unspecified,24102.51,440165,11667,867,1364841.74
1038,Baby Care Trust Campaign,Email,2024-05-07,2024-05-15,Female 25-34,South,6351.1,191536,5501,141,156189.95
1751,Hair Care Revamp,Email,2024-10-19,2024-10-29,Female 25-34,Unspecified,2375.62,74823,1599,78,81348.2
1351,Anti-Ageing Serum Push,Facebook,2024-10-10,2024-11-05,Male 45+,West,31177.25,838598,25686,1167,1070731.82
1534,Clearance Sale Push,Email,2024-10-26,2024-11-13,Female 35-44,West,4127.46,74539,1552,78,102089.52
1198,Summer Glow Launch,YouTube,2024-02-08,2024-03-08,Female 35-44,Central,39047.54,908728,12126,551,632668.44
1551,Clearance Sale Push,YouTube,2024-06-03,2024-06-28,Female 35-44,West,68935.65,2648044,77239,4144,2656365.4
1391,Anti-Ageing Serum Push,YouTube,2024-06-25,2024-06-30,Male 35-44,Central,82515.64,2496925,23485,898,1152695.3
1447,Wedding Season Special,Instagram,2024-09-17,2024-10-14,Male 35-44,West,41018.95,992843,6682,247,238320.05
1419,New Year Wellness,Email,2024-01-04,2024-01-20,Female 35-44,East,1516.12,23879,201,6,3791.31
1778,Wedding Season Special,Facebook,2024-06-24,2024-07-18,Male 45+,West,49096.16,1780464,59948,1682,1950992.92
1312,Herbal Range Awareness,Instagram,2024-11-27,2024-12-08,Male 25-34,North,36832.72,1443394,35827,1107,1013626.6
1453,Ayurvedic Range Launch,Google Ads,2024-11-08,2024-11-14,Female 45+,South,71115.42,2500187,12732,903,842157.77
1587,Festive Gift Bundle,Instagram,2024-09-05,2024-09-15,Female 35-44,South,33829.77,618908,14880,241,264773.21
1519,Herbal Range Awareness,Email,2024-04-24,2024-05-15,Male 35-44,Unspecified,4621.06,90413,1285,94,156842.73
1185,Ayurvedic Range Launch,Facebook,2024-10-12,2024-10-22,Female 35-44,East,10294.53,187346,2390,159,231540.8
1596,Sunscreen Season Campaign,Email,2024-02-18,2024-03-11,Female 25-34,East,2453.77,94598,2157,34,31777.52
1454,Men'S Grooming Drive,Instagram,2024-09-20,2024-10-08,Male 45+,South,17772.62,704764,23769,1589,594467.05
1496,Back To College Offer,Google Ads,2024-02-09,2024-03-10,Male 25-34,East,70319.98,2774210,78603,1592,898335.77
